date,open,high,low,close,volume
2024-08-29,742.7434413277324,785.7443774046011,742.7434413277324,777.926025390625,810000
2024-08-30,777.9260317753735,784.76708984375,774.0168557363013,784.76708984375,474000
2024-09-02,794.5400139029699,798.4491898631321,768.153076171875,768.153076171875,611000
2024-09-03,772.0623030157361,786.7217138324905,756.4255981445312,756.4255981445312,532000
2024-09-04,716.3565589408822,727.1067937953839,704.6290300086986,706.5836181640625,881000
2024-09-05,713.4246324400375,738.8342768831073,708.5381623548318,725.1521606445312,533000
2024-09-06,730.0386270662633,744.6980372483168,718.3110989206206,721.2429809570312,453000
2024-09-09,708.5381488196624,721.2429707984977,708.5381488196624,710.4927368164062,283000
2024-09-10,721.2429641723633,723.1975521511501,699.7424964057075,703.6516723632812,325000
2024-09-11,709.5154510166334,721.2429791326108,701.6970989393151,719.2883911132812,349000
2024-09-12,731.9932259928386,739.8115782063802,725.1521678059896,732.9705200195312,693000
2024-09-13,731.015925657701,741.7661598585496,725.1521615481472,726.1294555664062,295000
2024-09-16,731.0159229175465,738.8342750343116,721.2429827715899,723.1975708007812,225000
2024-09-18,728.0840278394294,728.0840278394294,709.5154418945312,709.5154418945312,224000
2024-09-19,712.4473910260168,720.2657437396082,708.5382146692211,716.3565673828125,284000
2024-09-20,730.0386837818584,731.9932719579812,711.470096108692,715.3792724609375,484000
2024-09-23,716.3565099915462,727.1067441114739,714.4019219697411,720.2656860351562,314000
2024-09-24,720.2656795972014,727.1067376123716,708.5381515711954,713.4246215820312,449000
2024-09-25,723.1976060464349,774.0168972821303,721.243017921985,763.2666625976562,1567000
2024-09-26,775.9714783425474,776.9487723958755,750.5618329560156,755.4483032226562,713000
2024-09-27,763.2666006234977,790.6308321439303,759.3574246920073,762.289306640625,1009000
2024-09-30,762.2893509131693,762.2893509131693,741.7661760808917,743.7207641601562,469000
2024-10-01,753.4936936586021,753.4936936586021,731.9932250976562,731.9932250976562,362000
2024-10-04,734.9250943346088,738.8342703683036,717.3338021829826,718.3110961914062,509000
2024-10-07,728.0840381223765,731.9932141659865,714.4019219697411,720.2656860351562,329000
2024-10-08,723.1975653126065,723.1975653126065,706.5835671905601,717.3338012695312,384000
2024-10-09,719.2883828017538,725.1521467919855,709.5154428180343,710.4927368164062,685000
2024-10-11,717.3338030939517,725.1521551712699,712.4473330456277,719.2883911132812,277000
2024-10-14,719.2883965422844,727.1067486786136,718.3111025252432,725.1521606445312,360000
2024-10-15,730.0386379394531,733.947814046224,724.174873779297,732.9705200195312,410000
2024-10-16,732.9705736415107,732.9705736415107,715.3792798741143,724.1749267578125,794000
2024-10-17,728.0840426956547,729.0613367126958,719.2883965422844,725.1521606445312,446000
2024-10-18,728.0840201630234,734.9250780705954,700.7197885327353,701.6970825195312,829000
2024-10-21,706.5835821606348,738.8342850808298,706.5835821606348,733.9478149414062,1007000
2024-10-22,731.0159450954861,747.6299438476562,730.0386510512408,747.6299438476562,563000
2024-10-23,740.7888731365991,742.7434611923685,730.0386388298675,733.9478149414062,471000
2024-10-24,733.9478193817946,755.4482881253359,733.9478193817946,738.8342895507812,955000
2024-10-25,742.7434593781292,745.6753414546218,729.0613430211637,731.9932250976562,416000
2024-10-28,734.9250933987569,737.8569754202944,715.3792132551729,717.3338012695312,547000
2024-10-29,717.3338521603401,717.3338521603401,703.651735089162,705.6063232421875,365000
2024-10-30,713.424608454358,726.1294302487506,692.9014347864928,699.7424926757812,695000
2024-11-01,664.5599329118897,664.5599329118897,635.2411123422476,660.6507568359375,2253000
2024-11-04,660.6507429852969,662.6053309822948,643.0594510123157,645.9913330078125,871000
2024-11-05,645.9913864603803,652.8324450159365,637.1957397460938,637.1957397460938,620000
2024-11-06,645.9913518016289,669.4464084479815,643.0594697208348,666.5145263671875,974000
2024-11-07,670.4237042700338,675.3101744177745,666.5145281518412,668.4691162109375,669000
2024-11-08,675.3101689611565,684.1058151560195,662.6053466796875,662.6053466796875,516000
2024-11-11,662.6053616091501,679.2193603515625,661.6280675654789,679.2193603515625,808000
2024-11-12,673.3555827421301,679.2193468879251,664.5599365234375,664.5599365234375,536000
2024-11-13,666.5145218594212,670.4236979407082,659.673463717169,661.6280517578125,304000
2024-11-14,663.5826324782208,667.4918085163841,647.9459283255676,653.8096923828125,334000
2024-11-15,655.764335793671,657.7189239778547,644.036806688568,646.9686889648438,329000
2024-11-18,646.9686813938672,646.9686813938672,638.1730346679688,638.1730346679688,266000
2024-11-19,641.1048611769727,650.8778011339388,640.127567181276,644.0367431640625,368000
2024-11-20,654.7869873046875,661.6280453810051,652.8323992828824,654.7869873046875,485658
2024-11-21,654.7869836389124,666.5145117040869,649.9005136117563,650.8778076171875,473000
2024-11-22,659.6734655096534,669.446405739426,656.7415834407216,663.5826416015625,515000
2024-11-25,671.4009607742804,708.538131821475,669.4463728244281,692.9014282226562,1132000
2024-11-26,696.8106041223609,728.0840113199985,687.0376643730992,692.9014282226562,2049000
2024-11-27,700.7198182492793,701.697112277521,666.5145272608208,667.4918212890625,1154000
2024-11-28,670.423702474913,677.2647606634324,657.7188801248052,666.5145263671875,526000
2024-11-29,666.5145377838354,680.1966543952337,660.6507735218075,679.2193603515625,569000
2024-12-02,683.1284884733946,693.8787221975824,683.1284884733946,692.9014282226562,543000
2024-12-03,698.7652562173565,701.6971384112754,688.0150215063202,695.8333740234375,454000
2024-12-04,700.7198205436889,739.8115818013563,698.7652324808055,736.8796997070312,1651000
2024-12-05,747.6299438476562,771.0850009095435,742.7434736264297,747.6299438476562,2206000
2024-12-06,747.629877993935,756.4255236173931,741.766114244963,742.743408203125,951000
2024-12-09,750.5618170529801,751.5391110856011,731.0159364005588,737.8569946289062,677000
2024-12-10,741.7661616997431,746.652631803167,726.1294573687867,728.0840454101562,858000
2024-12-11,728.0840436029241,735.9023957489958,719.2883974385935,726.1294555664062,537000
2024-12-12,732.9705127808604,742.7434529512719,725.1521606445312,725.1521606445312,747000
2024-12-13,738.8343043160778,760.3347734892969,727.10677567614,755.4483032226562,1117000
2024-12-16,759.3574615113763,766.1985197231905,732.9705226943787,735.9024047851562,1344000
2024-12-17,735.9024378458658,774.9942008124458,735.9024378458658,774.0169067382812,1549000
2024-12-18,768.1530780308137,798.4491917953878,748.6071981827014,770.107666015625,2229000
2024-12-19,755.4483032226562,761.3120675426252,750.5618329560156,755.4483032226562,937000
2024-12-20,758.3801871219757,784.7671266223538,757.4028930664062,757.4028930664062,1384000
2024-12-23,765.2212507221061,771.0850150954556,757.4028982243068,763.2666625976562,620000
2024-12-24,768.15313549431,774.0168998873963,757.4029007736517,766.1985473632812,582000
2024-12-25,771.0850176908532,783.7898405425402,765.2212532977669,766.1985473632812,654000
2024-12-26,771.0849505819208,773.0395385428382,752.5163649532053,760.334716796875,635000
