date,open,high,low,close,volume
2024-08-29,128.4898811043783,140.65748348168685,128.4898811043783,137.7372589111328,5496450
2024-08-30,141.14417761144503,141.63088167217416,136.76384106488294,138.2239532470703,7087651
2024-09-02,141.144189453125,150.3915673828125,141.144189453125,146.01123046875,11992072
2024-09-03,148.9314467915089,149.41815086599098,141.14418159979604,142.6042938232422,7115911
2024-09-04,130.92340211307302,137.2505553750431,128.4898816276999,132.38351440429688,9462308
2024-09-05,133.84362111672263,136.27714150066305,131.4101007327822,131.8968048095703,4346321
2024-09-06,133.35691796018367,139.6840710020902,132.870213880037,138.71066284179688,4023060
2024-09-09,133.843627342811,139.68407653595185,133.843627342811,139.19737243652344,3336981
2024-09-10,141.14418086720937,142.11758901112117,129.46328314026792,130.4366912841797,5215039
2024-09-11,131.41009942809148,135.79043607569454,130.4366912841797,130.4366912841797,3254235
2024-09-12,134.81702498551255,136.27713716947116,132.87020874023438,132.87020874023438,2960586
2024-09-13,133.356923828125,135.303740234375,131.410107421875,133.8436279296875,2663941
2024-09-16,135.3037288826956,141.14417761144503,135.3037288826956,138.2239532470703,4637290
2024-09-18,138.22395915010551,138.22395915010551,132.87021425344648,133.35691833496094,3099929
2024-09-19,134.3303314422394,141.14418883423707,133.843627342811,139.19737243652344,4135056
2024-09-20,141.63088303409802,142.1175870995073,136.76384238000531,139.68406677246094,4384481
2024-09-23,142.11759523145196,145.03781979100233,139.68407476515998,143.09100341796875,5548527
2024-09-24,142.60429179188637,157.20541381835938,142.11758772433726,157.20541381835938,16613435
2024-09-25,162.55916219550042,171.31983560723398,159.63893772492256,166.9394989013672,25298920
2024-09-26,167.42620034599872,168.3996084875452,161.09904742594642,164.01927185058594,14511239
2024-09-27,166.45280085383234,166.9395049498962,160.6123517010663,162.0724639892578,7339432
2024-09-30,161.09905031502964,166.45279518954726,159.63893807652485,161.58575439453125,9987671
2024-10-01,167.42619621462939,174.72675709608126,156.23200286306985,159.63893127441406,28928038
2024-10-04,158.17881924120786,158.6655233004116,151.36496241235582,154.28518676757812,7766607
2024-10-07,155.7453105976055,155.7453105976055,147.95804506772524,149.9048614501953,9125755
2024-10-08,150.39155559539796,156.7187084197998,147.95803527832032,155.74530029296875,7440910
2024-10-09,155.25859642646074,157.2054126825919,149.9048517221,150.3915557861328,4400851
2024-10-11,151.36496524321728,154.7718937213604,149.90485303829877,151.85166931152344,3232432
2024-10-14,153.7984894844602,157.20541804898937,152.3383772425191,156.2320098876953,4602171
2024-10-15,158.66553116983442,168.39961283669544,157.20541891980528,163.04586791992188,19587343
2024-10-16,160.12564253287152,164.9926833393418,155.25860172640128,156.2320098876953,11263314
2024-10-17,157.20541229709036,163.53256511400113,156.2320041714118,161.0990447998047,8151251
2024-10-18,160.61234363017638,161.58575177338957,156.71871105732362,158.66552734375,4039514
2024-10-21,159.15223271796043,160.12564086914062,156.71871234000997,160.12564086914062,2540729
2024-10-22,159.15223818692294,160.6123504638672,157.20542181766393,160.6123504638672,2300922
2024-10-23,159.15223997127936,161.58576046013684,156.71871948242188,156.71871948242188,3326872
2024-10-24,157.205418445218,158.17882660896547,149.41815313523816,150.87826538085938,5929074
2024-10-25,146.98462478428672,148.93144100659515,139.6840639506301,142.11758422851562,11353112
2024-10-28,142.1175900723072,142.6042941478973,136.27714116522606,137.25054931640625,5921122
2024-10-29,138.22396484375,141.6308935546875,131.8968115234375,133.8436279296875,10214251
2024-10-30,136.27714116522606,139.6840696943567,132.8702126360954,137.25054931640625,4500292
2024-11-01,134.3303314422394,139.19737243652344,134.3303314422394,139.19737243652344,2945100
2024-11-04,138.2239532470703,139.68406542925769,136.27713700415381,138.2239532470703,2454927
2024-11-05,136.27713566573064,138.71065594547585,135.79043160978162,136.7638397216797,1646836
2024-11-06,137.25054644541459,140.1707708378702,136.76384238000531,139.68406677246094,2357410
2024-11-07,138.2239612697326,143.57770624848985,138.2239612697326,141.63088989257812,2527800
2024-11-08,145.03781313879088,145.5245172097264,135.3037317200801,135.79043579101562,3313460
2024-11-11,136.7638525390625,148.4447509765625,134.8170361328125,146.01123046875,7298267
2024-11-12,144.06440045082405,149.90484911774936,142.11758422851562,142.11758422851562,9842168
2024-11-13,143.57770535892573,155.25860342202475,143.09100127296327,152.33837890625,13992011
2024-11-14,154.28519571064325,155.74530797288907,146.4979303119988,146.98463439941406,9703885
2024-11-15,147.95803701204318,150.391557357636,145.52451666645038,146.4979248046875,3730562
2024-11-18,145.03782289498406,146.01123110233294,138.7106695472163,140.65748596191406,3993291
2024-11-19,140.17076918658088,149.90485038009345,138.710657007554,148.9314422607422,4689594
2024-11-20,151.36497497558594,151.36497497558594,151.36497497558594,151.36497497558594,5067465
2024-11-21,150.39156621139242,158.66553587350785,149.9048621136209,156.71871948242188,8324971
2024-11-22,158.66553158230252,160.6123479207357,156.71871524386935,157.69212341308594,6207940
2024-11-25,158.1788324174427,165.47939391363235,158.1788324174427,163.53257751464844,8328602
2024-11-26,161.5857586484967,163.53257501775568,159.63894227923768,160.6123504638672,4394248
2024-11-27,160.61234363017638,162.55915991660277,158.66552734375,158.66552734375,5210321
2024-11-28,158.665537109375,162.559169921875,151.8516796875,158.1788330078125,8223582
2024-11-29,155.74530388327207,165.47938537597656,154.77189573400162,165.47938537597656,7658574
2024-12-02,168.39961792343976,174.24006709997522,164.01928104103814,168.88632202148438,14002859
2024-12-03,170.34643491109213,172.29325131007604,161.58576111566452,163.53257751464844,9461380
2024-12-04,164.01928283331316,166.93950745349085,162.5591705232243,164.99269104003906,6765331
2024-12-05,165.966084038339,165.966084038339,159.63893127441406,159.63893127441406,4758962
2024-12-06,161.58575019151152,165.47938272624674,160.6123420578277,162.5591583251953,4405543
2024-12-09,161.58575566989273,165.47938833663713,159.63893933652054,163.04586791992188,3539412
2024-12-10,164.01926917684042,164.99267730251898,159.6389326112868,161.0990447998047,3286147
2024-12-11,161.0990576171875,162.0724658203125,157.69212890625,158.1788330078125,2885557
2024-12-12,160.61234494473072,161.58575309591092,157.69212049119017,160.12564086914062,3887173
2024-12-13,159.63894406905084,161.58576046013684,154.77190309133587,156.71871948242188,5592690
2024-12-16,161.585759893194,166.9395049498962,159.63894350893864,162.0724639892578,10213583
2024-12-17,163.532578125,173.26666015625,162.559169921875,170.346435546875,13305837
2024-12-18,167.912901493541,168.88630961814124,162.5591568082397,166.45278930664062,7273679
2024-12-19,161.58576111566452,164.5059857141404,159.6389447166806,163.53257751464844,6667363
