date,open,high,low,close,volume
2025-06-06,125.64870238670936,126.130115039532,125.16728973388672,125.16728973388672,6587476
2025-06-09,125.16728527141068,127.57434844970703,125.16728527141068,127.57434844970703,11565504
2025-06-10,127.09294552910596,128.05577087402344,126.61153285664723,128.05577087402344,9217432
2025-06-11,127.57435820156469,128.05577087402344,127.57435820156469,128.05577087402344,7421455
2025-06-12,128.05575994235366,129.01858520507812,127.57434731099144,129.01858520507812,9763578
2025-06-13,128.05576420536747,129.98141479492188,128.05576420536747,129.98141479492188,12054925
2025-06-16,129.98141905840706,131.9070697111242,129.50000639522776,130.94424438476562,11207860
2025-06-17,130.94424650869962,131.90707185067535,130.46283383771177,131.4256591796875,8425384
2025-06-18,130.94423346971942,131.9070587158203,130.462820846669,131.9070587158203,7730397
2025-06-19,130.94424650869962,131.90707185067535,130.46283383771177,131.4256591796875,8539654
2025-06-20,130.94424650869962,131.90707185067535,130.94424650869962,131.4256591796875,8155979
2025-06-23,130.94424650869962,131.4256591796875,130.46283383771177,131.4256591796875,7015451
2025-06-24,131.4256549004699,131.907067555783,130.46282958984375,130.46282958984375,9089758
2025-06-25,131.42564609276988,131.9070587158203,130.94423346971942,131.9070587158203,7177082
2025-06-26,131.42564609276988,131.9070587158203,130.462820846669,131.9070587158203,10492929
2025-06-27,131.4256591796875,132.38848452166323,130.94424650869962,131.4256591796875,10317799
2025-06-30,131.42565273708766,131.42565273708766,129.98141479492188,129.98141479492188,10871511
2025-07-01,130.46282744231047,131.90706538447625,129.50000214753328,129.98141479492188,16823686
2025-07-02,129.9814126394052,130.9442379182156,129.5,129.5,13075555
2025-07-03,130.0,131.0,129.5,131.0,26829361
2025-07-04,131.0,132.5,130.0,130.5,26049412
2025-07-07,130.5,131.0,128.5,130.0,18416260
2025-07-08,130.5,130.5,128.5,129.0,9728687
2025-07-09,129.0,129.0,128.0,128.0,7530551
2025-07-10,128.5,130.0,128.5,130.0,9363177
2025-07-11,130.0,131.0,129.5,130.5,12363264
2025-07-14,130.5,131.0,130.0,130.5,11219653
2025-07-15,130.0,130.5,129.0,129.5,7532096
2025-07-16,129.5,130.5,129.0,130.5,8707175
2025-07-17,130.5,131.0,129.5,130.5,6622576
2025-07-18,130.5,131.0,129.0,129.0,12130022
2025-07-21,130.0,130.5,129.0,129.0,8829607
2025-07-22,129.5,130.5,129.0,130.5,9635313
2025-07-23,130.5,131.0,129.5,130.0,12084383
2025-07-24,129.5,130.0,129.0,129.5,10678929
2025-07-25,130.0,130.5,129.0,129.0,7103352
2025-07-28,129.5,129.5,128.5,129.5,6433574
2025-07-29,129.5,129.5,128.5,129.0,7962955
2025-07-30,130.0,130.0,129.0,129.5,8165321
2025-07-31,129.0,129.5,128.5,129.0,8845297
2025-08-04,129.5,131.0,129.5,131.0,9729124
2025-08-05,131.0,132.0,130.5,132.0,11003933
2025-08-06,132.5,133.5,132.0,132.5,15273033
2025-08-07,132.5,133.5,132.0,132.5,10176566
2025-08-08,132.5,134.0,132.0,134.0,9667011
2025-08-11,133.5,135.0,133.5,134.5,9296443
2025-08-12,134.5,135.0,134.0,135.0,10297731
2025-08-13,134.5,135.0,134.0,134.5,7271681
2025-08-14,134.5,136.0,134.0,134.5,9791531
2025-08-15,135.5,136.0,134.5,135.0,7357520
2025-08-18,134.5,137.0,134.5,137.0,10369147
2025-08-19,136.5,138.0,136.0,138.0,9077884
2025-08-20,138.0,138.0,136.0,136.5,8967669
2025-08-21,137.0,138.0,136.5,137.5,7693558
2025-08-22,137.5,137.5,136.0,136.0,7395107
2025-08-25,136.0,136.5,135.0,135.5,8303168
2025-08-26,134.5,134.5,133.5,133.5,39647528
2025-08-27,133.5,134.5,133.0,134.0,6558698
2025-08-28,134.5,134.5,133.0,133.0,8011225
2025-08-29,133.5,134.0,132.5,132.5,7561097
2025-09-01,133.5,134.5,133.0,134.0,4110205
