date,open,high,low,close,volume
2024-08-29,1069.1461192687711,1113.4885850448954,1064.2191786269796,1088.8538818359375,1802328
2024-08-30,1098.707763671875,1108.561644960412,1093.7808230276064,1098.707763671875,1132255
2024-09-02,1113.4885844748858,1118.4155251141553,1074.0730593607307,1079.0,735430
2024-09-03,1083.9268764602803,1093.7807571553737,1049.4382940274531,1054.365234375,1202301
2024-09-04,985.388109386873,990.3150499338074,963.7095709803618,972.5780639648438,2525253
2024-09-05,985.3881216291244,990.31506223727,970.6072998046875,970.6072998046875,1500179
2024-09-06,958.7826444139668,1014.9497674680224,948.9287631764132,1005.0958862304688,2225387
2024-09-09,980.4611831365847,1014.9497674680224,977.5050187653187,1005.0958862304688,1702356
2024-09-10,1014.9497410007664,1024.8036219813564,977.5049932745245,984.4027099609375,1186395
2024-09-11,985.3881234605911,1010.0228265471059,985.3881234605911,1000.1689453125,770195
2024-09-12,1034.6574718547317,1054.3652332233933,1024.803591170401,1044.5113525390625,1655211
2024-09-13,1044.5113501915564,1054.365230853741,1019.8766485360953,1024.8035888671875,845419
2024-09-16,1024.803650194378,1034.657531446247,1010.0228283165744,1029.7305908203125,604234
2024-09-18,1019.8766560831624,1024.803596450714,983.4172973632812,983.4172973632812,1331955
2024-09-19,990.3150643741384,1014.9497674680224,985.3881237553616,1005.0958862304688,1073091
2024-09-20,1029.7305291982798,1034.657469529372,1005.0958275428185,1024.8035888671875,1365356
2024-09-23,1014.949768942509,1044.511412698116,1014.949768942509,1029.7305908203125,876315
2024-09-24,1029.7305919665127,1049.4383544921875,1005.0958888094191,1049.4383544921875,1272313
2024-09-25,1152.904052734375,1152.904052734375,1152.904052734375,1152.904052734375,908502
2024-09-26,1202.1735177951389,1202.1735177951389,1093.7808235677082,1108.5616455078125,4211926
2024-09-27,1123.3424050467354,1143.0501665387835,1103.6346435546875,1103.6346435546875,1565213
2024-09-30,1093.78076060902,1118.4154624245384,1083.9268798828125,1083.9268798828125,1116764
2024-10-01,1093.7807559607163,1103.634636645047,1044.5113525390625,1044.5113525390625,1433200
2024-10-04,1049.4382905226487,1064.2191115159255,1014.949708205003,1024.8035888671875,1537816
2024-10-07,1044.5113580377254,1108.5615828230575,1034.6574773015202,1093.78076171875,1755356
2024-10-08,1083.9268871861645,1162.7579335269766,1083.9268871861645,1152.904052734375,2999451
2024-10-09,1157.830994169591,1192.3195769746426,1138.1232325667042,1162.7579345703125,3043730
2024-10-11,1167.684937034192,1207.1004623349243,1157.831055709009,1177.538818359375,2331136
2024-10-14,1177.538819364069,1202.1735226980452,1167.6849380304784,1197.24658203125,1333778
2024-10-15,1202.1735226980452,1221.8812853652264,1192.3196413644548,1197.24658203125,1514058
